CLAVE,UBICACIÓN,ESTADO,MUNICIPIO,POBLACION,LATITUD,LONGITUD,CP,TX,EN HUELLA MBB,USUARIOS ACTIVOS MBB
100210,100210-PANTEON-LA-FLORIDA,Guanajuato,Leon,18621.86358,21.14272,-101.67493,37190,FO,MBB,1559
100211,100211-BALCONES-DEL-CAMPESTRE,Guanajuato,Leon,2588.833486,21.183714,-101.703889,37138,FO,MBB,357
100212,100212-LOS-ANGELES,Guanajuato,San Francisco del Rincon,8508.772468,21.02859,-101.85467,36330,FO,MBB,453
100213,100213-SANTA-ROSA,Guanajuato,Leon,11138.2538,21.0755,-101.71744,37666,FO,MBB,669
100214,100214-VILLAURRUTIA,Guanajuato,Leon,6940.765058,21.035763,-101.529343,37683,FO,MBB,371
100215,100215-SAN-CRISTOBAL,Guanajuato,San Francisco del Rincon,11142.32371,20.98915,-101.69984,36467,MW,MBB,1851
100216,100216-LAGUNILLAS,Guanajuato,Leon,5698.497967,21.20543,-101.76379,37669,FO,MBB,540
100217,100217-LA-SANDIA,Guanajuato,Leon,7497.675146,20.921972,-101.704028,37687,MW,MBB,1038
100218,100218-LA-FORESTA,Guanajuato,Leon,6371.925238,21.177392,-101.742533,37669,FO,MBB,661
100219,100219-DUARTE,Guanajuato,Leon,2945.123172,21.08679,-101.52786,37670,FO,MBB,443
100220,100220-EL-POTRERO,Guanajuato,Leon,5481.965769,21.12221,-101.598333,37296,FO,MBB,1499
100221,100221-GLORIETA-HIDALGO,Guanajuato,Leon,9130.493303,21.151542,-101.669454,37204,FO,MBB,618
100222,100222-ALFARO,Guanajuato,Leon,9336.926916,21.148558,-101.622397,37238,FO,MBB,2638
100223,100223-SAN-PANCHO,Guanajuato,San Francisco del Rincon,10453.52073,21.00813,-101.8547,36390,FO,MBB,1346
100224,100224-VALLE-VERDE,Guanajuato,Romita,14826.60971,20.86725,-101.51122,36204,FO,MBB,2692
100225,100225-TRANSPORTISTAS,Guanajuato,Leon,8613.64411,21.164193,-101.673446,37179,FO,MBB,1341
100226,100226-FIPASI,Guanajuato,Silao,20539.28694,20.9019,-101.39008,36294,MW,MBB,1668
100227,100227-COMANJILLA,Guanajuato,Leon,1348.701266,21.06475,-101.504028,37683,MW,MBB,69
100228,100228-EL-RANCHITO,Guanajuato,Leon,6897.42774,21.1114,-101.79483,37668,FO,MBB,795
100229,100229-LOS-RAMIREZ,Guanajuato,Leon,3853.432188,21.012649,-101.633361,37688,MW,MBB,157
100230,100230-LA-MARINA,Guanajuato,Leon,7966.817939,21.17477,-101.67462,37100,FO,MBB,953
100231,100231-LA-ALDEA,Guanajuato,Silao,7557.058623,20.9013,-101.48022,36280,MW,MBB,1143
100232,100232-717-LEON,Guanajuato,Leon,5353.518073,21.125778,-101.728697,37353,FO,MBB,2266
100233,100233-709-LEON,Guanajuato,Leon,4252.537587,21.109667,-101.619522,37297,FO,MBB,724
100234,100234-733-LEON,Guanajuato,Leon,4130.20636,21.145333,-101.72723,37358,FO,MBB,1519
100235,100235-736-LEON,Guanajuato,Leon,3636.294208,21.108806,-101.590972,37294,FO,MBB,804
100236,100236-741-LEON,Guanajuato,Leon,4792.32377,21.161839,-101.631728,37210,FO,MBB,1105
100237,100237-LA-SOLEDAD,Guanajuato,Leon,3093.449714,21.03864,-101.616091,37689,MW,MBB,293
100238,100238-LA-MARTINICA,Guanajuato,Leon,10312.51818,21.112042,-101.663008,37500,FO,MBB,197
100239,100239-GRAN-JARDIN,Guanajuato,Leon,3978.821449,21.188889,-101.718167,37134,MW,MBB,190
100240,100240-JARDINES-DEL-CAMPESTRE,Guanajuato,Leon,10922.64487,21.174971,-101.711429,37138,FO,MBB,359
100241,100241-HIMALAYAS,Guanajuato,Leon,15179.77006,21.109792,-101.728078,37408,FO,MBB,3774
100242,100242-SAN-FRANCISCO,Guanajuato,San Francisco del Rincon,15705.43107,21.020003,-101.856522,36300,MW,MBB,1392
100243,100243-MEXICALI,Guanajuato,Leon,16956.63059,21.101278,-101.715361,37440,FO,MBB,1269
100244,100244-SN-FRANCISCO-DEL-RINCON,Guanajuato,Purisima del Rincon,6179.124775,21.051083,-101.858139,36417,FO,MBB,1158
100245,100245-SANTA-FE,Guanajuato,Leon,3350.345069,21.13027,-101.61805,37296,FO,MBB,847
100246,100246-TAJO-SANTA-ANA,Guanajuato,Leon,8919.471955,21.067636,-101.606261,37548,FO,MBB,1723
100247,100247-JUAN-ALONSO-DE-TORRES,Guanajuato,Leon,3963.530091,21.133001,-101.6104556,37233,FO,MBB,950
100248,100248-SAN-JOSE-DEL-POTRERO,Guanajuato,Leon,4394.747451,21.119056,-101.589333,37294,FO,MBB,1168
100249,100249-TOSCANA,Guanajuato,Leon,2851.84551,21.09584,-101.58128,37295,FO,MBB,1075
100250,100250-MOLINO,Guanajuato,Leon,2345.700284,21.19566,-101.70198,37696,FO,MBB,309
100251,100251-HOTEL-COMANJILLA,Guanajuato,Silao,767.1018267,21.076792,-101.474008,36279,MW,MBB,494
100252,100252-CARRETERA-SILAO-LEON,Guanajuato,Leon,10697.42232,21.025233,-101.536248,37683,FO,MBB,757
100253,100253-SAN-MATEO,Guanajuato,San Francisco del Rincon,9761.202066,21.009801,-101.867259,36350,FO,MBB,978
100254,100254-TRES-MARIAS,Guanajuato,Leon,8645.756175,21.11774,-101.67706,37004,FO,MBB,745
100257,100257-EL-CID,Guanajuato,Leon,7462.201778,21.09665,-101.61656,37290,FO,MBB,1103
100258,100258-VW,Guanajuato,Silao,5996.743838,21.01211111,-101.4698611,36275,FO,MBB,792
100259,100259-BARRANCA-DEL-REFUGIO,Guanajuato,Leon,6128.791903,21.15989,-101.73388,37358,FO,MBB,765
100260,100260-CERRITO-DE-JEREZ,Guanajuato,Leon,5735.802982,21.088453,-101.635052,37530,FO,MBB,985
100261,100261-REVILLA,Guanajuato,San Francisco del Rincon,5525.474785,21.03235,-101.82353,36365,FO,MBB,502
100262,100262-LOS-ESPARRAGOS,Guanajuato,Silao,9503.689946,20.93313889,-101.4260556,36158,FO,MBB,1712
100263,100263-SAN-JUAN-DE-ABAJO,Guanajuato,Leon,4535.428506,21.059039,-101.63351,37684,FO,MBB,1525
100264,100264-BOSQUES-REALES,Guanajuato,Leon,12866.18168,21.0866,-101.66184,37555,FO,MBB,1399
100265,100265-ESPARTA,Guanajuato,Leon,7312.346169,21.17048,-101.69788,37138,FO,MBB,421
100266,100266-VALLE-HERMOSO,Guanajuato,Leon,4013.991672,21.18375,-101.67522,37108,FO,MBB,1389
100267,100267-VILLAS-DE-LEON,Guanajuato,Leon,14849.47581,21.076497,-101.64167,37570,FO,MBB,3187
100268,100268-MOLINO-RESIDENCIAL,Guanajuato,Leon,3310.58744,21.19642,-101.68133,37109,FO,MBB,819
100269,100269-CUMBRES-DE-LA-GLORIA,Guanajuato,Leon,11297.28403,21.092723,-101.76383,37433,FO,MBB,1436
100270,100270-SANTA-CECILIA,Guanajuato,San Francisco del Rincon,10463.49672,21.0175,-101.846,36364,FO,MBB,2166
100271,100271-SAN-JOSE-OBRERO,Guanajuato,Leon,13820.36473,21.13949,-101.702915,37310,FO,MBB,1144
100281,100281-ALDAMA,Guanajuato,Irapuato,11824.84534,20.814862,-101.320805,36815,FO,MBB,1518
100283,100283-SANTA-RITA,Guanajuato,Irapuato,1347.071285,20.883882,-101.439172,36285,FO,MBB,830
100284,100284-SANTA-ROSA-DE-RIVAS,Guanajuato,Irapuato,3221.103259,20.782622,-101.53445,36213,FO,MBB,1170
100285,100285-MEZQUITE-GORDO,Guanajuato,Irapuato,6609.141661,20.814582,-101.491721,36210,FO,MBB,1219
100286,100286-ABASOLO-II,Guanajuato,Irapuato,26088.13477,20.448839,-101.535996,36975,FO,MBB,2848
100287,100287-PROVIDENCIA-DE-PEREZ,Guanajuato,Irapuato,3748.443269,20.610063,-101.416266,36835,FO,MBB,1201
100288,100288-CUARTA-BRIGADA,Guanajuato,Irapuato,28154.9003,20.625536,-101.281914,36844,FO,MBB,821
100476,100476-DOLORES-HIDALGO,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,28941.04209,21.1515,-100.93101,37805,FO,MBB,2987
100477,100477-BANDERA,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,15309.64002,21.15759,-100.90857,37804,FO,MBB,1914
100478,100478-PROGRESO,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,15611.03785,21.16653,-100.92558,37803,FO,MBB,1885
100479,100479-CHAPALITA,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,21796.54342,21.15109,-100.95368,37806,FO,MBB,2099
100480,100480-SALVATIERRA,Guanajuato,Salvatierra,21131.04247,20.21696,-100.87868,38900,MW,MBB,1953
100481,100481-DIVISION-DEL-NORTE,Guanajuato,Salvatierra,15069.82541,20.19502,-100.89056,38900,MW,MBB,792
100483,100483-CUBILETITO,Guanajuato,Silao,8779.869083,21.01588,-101.37113,36290,MW,MBB,1066
100484,100484-SANTA-ROSA,Guanajuato,Guanajuato,2758.941233,21.0794556,-101.189019,36220,MW,MBB,924
100487,100487-OCTOPAN,Guanajuato,Celaya,13761.33201,20.571206,-100.7472354,38130,MW,MBB,878
100488,100488-MONTERREY,Guanajuato,Apaseo el Grande,17899.41988,20.5445833,-100.6924722,38160,MW,MBB,1741
100489,100489-LA-CHIVA,Guanajuato,Apaseo el Grande,5691.466254,20.5455,-100.6796111,38164,MW,MBB,1370
100490,100490-CRESPO,Guanajuato,Celaya,23498.01341,20.51721111,-100.879,38116,FO,MBB,1275
100491,100491-SAN-FRANCISCO,Guanajuato,Cortazar,22611.3796,20.473417,-100.958222,38344,FO,MBB,2629
100492,100492-GRAL-LUIS-CORTAZAR,Guanajuato,Cortazar,16898.44023,20.48989,-100.96139,38300,FO,MBB,1866
100493,100493-VILLAGRAN,Guanajuato,Villagran,27341.22115,20.516194,-100.997194,38260,FO,MBB,2906
100494,100494-AUT-APASEO-QUERETARO,Guanajuato,Apaseo el Grande,6378.058308,20.556472,-100.565167,38177,FO,MBB,1425
100495,100495-ESTACION-LA-PIEDAD,Guanajuato,Penjamo,11021.48693,20.37397222,-102.0016944,36916,FO,MBB,189
100500,100500-TECNOLOGICO,Guanajuato,Irapuato,10134.72854,20.754611,-101.332806,36821,FO,MBB,1017
100501,100501-MOGOTES,Guanajuato,Valle de Santiago,9334.068636,20.41489,-101.29942,38420,MW,MBB,177
100502,100502-LOMAS-DE-LAS-FLORES,Guanajuato,Irapuato,4345.093405,20.685819,-101.259711,36856,FO,MBB,1142
100503,100503-SAN-ROQUE,Guanajuato,Irapuato,4367.087438,20.599028,-101.340311,36843,FO,MBB,1500
100504,100504-DUBLIN,Guanajuato,Valle de Santiago,17437.02199,20.47387,-101.34344,38410,MW,MBB,763
100505,100505-FLORENCIA,Guanajuato,Irapuato,13032.80598,20.68649,-101.40878,36670,FO,MBB,628
100506,100506-12-DE-DICIEMBRE,Guanajuato,Irapuato,15915.11177,20.655978,-101.354831,36576,FO,MBB,1591
100507,100507-DURANGO,Guanajuato,Salamanca,11747.58347,20.5697,-101.17233,36733,FO,MBB,0
100508,100508-BERRIOS,Guanajuato,San Felipe,5863.724853,21.613131,-101.072791,37616,MW,MBB,1319
100512,100512-DEL-PARQUE,Guanajuato,Irapuato,8540.457168,20.652329,-101.327755,36584,FO,MBB,1126
100513,100513-RIO-LAJA,Guanajuato,Yuriria,2431.066195,20.2149,-101.118,38944,FO,MBB,638
100514,100514-VALENCIANITA,Guanajuato,Irapuato,11326.81761,20.745444,-101.305333,36824,FO,MBB,948
100515,100515-SAN-FRANCISCO,Guanajuato,Irapuato,7224.822086,20.654361,-101.406611,36830,FO,MBB,819
100517,100517-POZOS,Guanajuato,San Luis de la Paz,21061.62674,21.22126,-100.5257,37915,FO,MBB,2651
100518,100518-CERANO,Guanajuato,Yuriria,12912.12473,20.10226,-101.38094,38961,Satelital,MBB,396
100519,100519-SAN-IGNACIO,Guanajuato,San Francisco del Rincon,5610.585068,20.9047,-101.861,36447,MW,MBB,916
100520,100520-MANCHESTER,Guanajuato,Irapuato,8056.78704,20.65878,-101.47257,36800,FO,MBB,642
100521,100521-TRINIDAD,Guanajuato,Pueblo Nuevo,16041.83592,20.55514,-101.37663,36893,MW,MBB,1360
100522,100522-PERALTA,Guanajuato,Abasolo,5398.779758,20.61629,-101.51969,36984,MW,MBB,1443
100525,100525-FRANCISCO-VILLA,Guanajuato,Valle de Santiago,4783.324924,20.3915,-101.19158,38406,FO,MBB,511
100526,100526-URIANGATO,Guanajuato,Uriangato,15465.72712,20.142252,-101.179033,38980,FO,MBB,397
100527,100527-URIREO,Guanajuato,Salvatierra,13402.98004,20.21396,-100.8369,38903,MW,MBB,665
100531,100531-SAN-JUAN-DE-LA-VEGA,Guanajuato,Celaya,17042.69065,20.626381,-100.763541,38100,FO,MBB,1616
100534,100534-ARISTOS,Guanajuato,San Miguel de Allende,8075.844757,20.9073,-100.74978,37750,FO,MBB,383
100535,100535-CAMINO-ANTIGUO,Guanajuato,San Miguel de Allende,1794.780258,20.91487,-100.73435,37740,FO,MBB,179
100536,100536-SAN-MIGUEL-DE-ALLENDE,Guanajuato,San Miguel de Allende,5176.481982,20.90826,-100.73659,37774,FO,MBB,563
100537,100537-KAZAJASTAN,Guanajuato,Ocampo,7829.223404,21.64584,-101.48061,37630,Satelital,MBB,405
100538,100538-PONCE,Guanajuato,San Diego de la Union,10090.64253,21.4456,-100.70888,37867,MW,MBB,1163
100540,100540-DE-LA-ESTACION,Guanajuato,Yuriria,20050.23771,20.21022222,-101.1286667,38945,FO,MBB,1517
100541,100541-5-DE-MAYO,Guanajuato,Valle de Santiago,19975.28938,20.3919521,-101.1797316,38400,FO,MBB,1832
100542,100542-MATAMOROS,Guanajuato,Apaseo el Alto,26839.0943,20.4553,-100.618,38500,FO,MBB,2344
100546,100546-COMONFORT,Guanajuato,Comonfort,46592.45477,20.72214,-100.76307,38200,FO,MBB,3746
100547,100547-LUIS-DE-LA-PAZ-CENTRO,Guanajuato,San Luis de la Paz,28133.11238,21.30266,-100.51919,37903,FO,MBB,3767
100550,100550-LOS-PRESIDENTES,Guanajuato,Irapuato,14796.62473,20.668452,-101.359612,36550,FO,MBB,1135
100551,100551-SALAMANCA-CENTRO,Guanajuato,Salamanca,14429.1647,20.57636452,-101.1953125,36759,FO,MBB,1152
100552,100552-GUERRERO,Guanajuato,Irapuato,33814.84846,20.674722,-101.347222,36500,FO,MBB,2503
100554,100554-SAN-GABRIEL,Guanajuato,Irapuato,7701.920473,20.684874,-101.368559,36640,FO,MBB,1677
100555,100555-CIUDAD-INDUSTRIAL,Guanajuato,Irapuato,21517.37851,20.6385,-101.287861,36541,FO,MBB,426
100556,100556-VASCO-DE-QUIROGA,Guanajuato,Irapuato,9070.128572,20.6385,-101.334944,36595,FO,MBB,1276
100557,100557-PLAYA-AZUL,Guanajuato,Irapuato,13014.40552,20.65741,-101.365672,36568,FO,MBB,1578
100558,100558-REFINERIA,Guanajuato,Salamanca,8637.58918,20.58733333,-101.1897222,36732,FO,MBB,357
100560,100560-VICTORIANO-FUENTES,Guanajuato,Irapuato,15364.4115,20.677655,-101.355965,36530,FO,MBB,1297
100561,100561-JARAL,Guanajuato,Jaral del Progreso,33316.79696,20.37185,-101.06454,38474,MW,MBB,3962
100563,100563-LOS-REYES,Guanajuato,Irapuato,14893.88441,20.663525,-101.348278,36577,FO,MBB,1863
100564,100564-LAS-AMERICAS,Guanajuato,Irapuato,11897.2327,20.706239,-101.363761,36524,FO,MBB,1459
